future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
0.09431195756173189,0.004131699589558033,-98.7203680582493,0.19616713884923886,0.1843716223024873,0.2112407716160771
