future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
-0.011172293314506835,0.001373779606670695,145.30778821635502,-39.23628516173718,-71.75394025158704,-55.32903964095739
