future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
-0.031742586689848425,0.003847990105430953,425.4662305503715,-88.44374946679628,-193.62738121472518,-208.18776752286266
