future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
0.007101060842174744,0.002801620517017333,-0.04534465640980667,-0.004083314230992084,0.000132188726060277,-0.010244496662286627
