feature,future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
command_roll,0.018957769127839925,0.0027812679646915875,-0.01532796861699229,0.0004905101575761479,-0.0043414611283530006,0.03997939197953859
command_pitch,-0.006218208499582437,0.042548664013771775,0.0407550106613978,0.017581742334517893,-0.002433821700865393,0.018338757164476326
command_yaw,-0.002013022246363078,0.001089099557463293,0.07093722734075054,-0.001981613291712197,0.0006817494370262821,-0.0027102118241995217
command_throttle,0.00043456083700673385,8.336618564328678e-05,0.01206201172600509,2.7279871278315182e-05,1.7180221021324284e-05,-0.001183322840176415
roll,0.9946714378987779,-0.009866532791840741,0.15873536863241716,-0.0014420051364325138,0.01879166847828661,-0.49173661014590325
pitch,-0.00165942668437919,0.9406082709180807,-0.0020244572568578357,-0.052030004544301206,-0.023214302961400507,-0.0035732976583857656
yaw,-0.22332762756966845,-0.004881356757162214,5.88035388286368,-0.4515494902070931,-0.3287914221928191,-1.5146063050969647
roll_rate,0.008806078806028517,0.0038555699346396566,-0.0036183421162532085,0.6308506686063038,-0.1307793407260456,1.058245201876026
pitch_rate,-0.01976245460485067,0.003453983841211261,0.04153694380182346,0.17141798906158645,0.6791824586347068,-0.7076956876006186
yaw_rate,0.004951401088688029,0.00030075595602168065,-0.0016775067703424888,-0.02546227945706514,-0.0024645585656718504,1.0007018329513246
position_x,-0.0006703939208165127,-0.00048475087766382036,0.008301503126623885,-0.0008918245971829199,0.00047943641397260904,0.006613272934387933
position_y,0.0015912606629128658,-0.00023089768627430272,0.001837038828284586,-0.0013655426988940715,0.00029351915634519634,-0.011486165537931057
position_z,0.00012715586535328653,1.8327252767537945e-05,0.0014888368496599634,0.00013699260612008116,-4.6356527053571374e-05,0.0003478349242602734
velocity_x,0.013342678228008978,0.004638150903701805,-0.10901421618818238,0.005754287575616511,-0.004397147091338376,-0.002382672147393565
velocity_y,-0.00880735090642588,0.00011054096681545187,0.007846198145974086,0.00471125409865471,-0.000596663037908001,0.0320326850686248
velocity_z,0.00014730130444226707,-0.0006780477607526828,-0.01579554641540412,0.0003766398791312451,-0.0002629678820387642,0.002160149742311104
altitude,-0.0001271558653522768,-1.832725276739326e-05,-0.0014888368496922882,-0.00013699260611592777,4.635652705722007e-05,-0.00034783492425330024
vertical_speed,-0.00014730130444206533,0.000678047760752616,0.015795546415399868,-0.00037663987913188617,0.000262967882038082,-0.002160149742309786
heading,0.22172186319930529,0.004167974141438971,-4.878080657688175,0.4537568263994093,0.3288210592454757,1.5183641898483702
