window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
0.002481990872824398,0.0023282753965592345,0.024036875872348817,-0.0022617624826138587,0.0009607980413785609,-0.00029227690819852783,0.03368289407664786,0.029908549147643865,0.17519435151207408,2.7329589718337946e-05,-0.0014769100979711769,0.005741561799032114
