roll__h1,pitch__h1,yaw__h1,roll_rate__h1,pitch_rate__h1,yaw_rate__h1,roll__h2,pitch__h2,yaw__h2,roll_rate__h2,pitch_rate__h2,yaw_rate__h2
0.018697376700030237,0.02163116652212474,539.1466012459941,0.03665217055882183,-0.09446901363879312,0.021330774084465154,0.018697376700030237,0.02163116652212474,539.1466012459941,0.03665217055882183,-0.09446901363879312,0.021330774084465154
