future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
-0.010468920875675039,-0.0040666338680480085,7.160745234313534,-0.016395856502462478,-0.003242471469585835,0.8706214536405933
