received_time_ns,event_type,field_name,previous_value,current_value
1775897293802459789,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897293802459789,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775897295042520632,vehicle_control_mode_events,flag_armed,False,True
1775897295042520632,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775897295042520632,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775897304351923598,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897304351923598,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775897312444313918,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775897312444313918,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775897319355813611,vehicle_control_mode_events,flag_armed,True,False
1775897319355813611,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897319355813611,vehicle_control_mode_events,flag_control_auto_enabled,True,False
