feature,delta_state_roll,delta_state_pitch,delta_state_yaw,delta_state_roll_rate,delta_state_pitch_rate,delta_state_yaw_rate,delta_state_position_x,delta_state_position_y,delta_state_position_z,delta_state_velocity_x,delta_state_velocity_y,delta_state_velocity_z,delta_state_altitude,delta_state_vertical_speed,delta_state_heading
command_roll,0.0,0.0,0.0,0.0,0.0,0.0,-70645.4936322294,297988.63778202934,0.00015717916876717175,0.018826750304823513,0.07424298734009982,0.04890492065947873,-0.00015717916876717175,-0.04890492065947873,0.0
command_pitch,0.0,0.0,0.0,0.0,0.0,0.0,-31414.56081883284,132509.3130504507,0.0026434943988823865,-0.07411143350027224,-0.003374878155689384,-0.02375842362767148,-0.0026434943988823865,0.02375842362767148,0.0
command_yaw,0.0,0.0,0.0,0.0,0.0,0.0,-146821.12147638842,619303.9203860469,0.007438321368106003,-0.02810090404599741,0.06610960086251404,-0.052514635864912104,-0.007438321368106003,0.052514635864912104,0.0
command_throttle,0.0,0.0,0.0,0.0,0.0,0.0,-86208.85438966588,363636.08505931636,0.06278442008142561,0.15245664704384765,-0.20113617712664478,-0.5013546740808731,-0.06278442008142561,0.5013546740808731,0.0
roll,0.0,0.0,0.0,0.0,0.0,0.0,2006335.6689453404,-8448803.648784999,0.22250804431490695,-0.032629331068656474,0.2068529763557147,-0.14421112347858875,-0.22250804431490695,0.14421112347858875,0.0
pitch,0.0,0.0,0.0,0.0,0.0,0.0,4214815.424595781,-17787039.212293983,-0.24820241197717977,-0.35648947270539694,-0.40349849138037747,-0.7042333429874104,0.24820241197717977,0.7042333429874104,0.0
yaw,0.0,0.0,0.0,0.0,0.0,0.0,238309.32340279833,-1005208.9925789167,-0.025510778381555556,-0.013796335074008997,-0.034655689083825866,-0.043980505698091366,0.025510778381555556,0.043980505698091366,0.0
roll_rate,0.0,0.0,0.0,0.0,0.0,0.0,1628104.5030040422,-6867483.113084729,-0.028996191668716115,-0.04971334589583046,-0.05241212264699416,-0.16254122837235835,0.028996191668716115,0.16254122837235835,0.0
pitch_rate,0.0,0.0,0.0,0.0,0.0,0.0,432732.0559118735,-1825300.5843699952,-0.0024042137264359944,-0.0201512762500173,0.007484133173296183,-0.0431288926137354,0.0024042137264359944,0.0431288926137354,0.0
yaw_rate,0.0,0.0,0.0,0.0,0.0,0.0,-181959.84041609112,767522.0036507437,-0.0024442875033651203,-0.0032988887950661265,0.010946792292800493,-0.03176722866159626,0.0024442875033651203,0.03176722866159626,0.0
position_x,0.0,0.0,0.0,0.0,0.0,0.0,-0.044884884475747705,0.18932824756979372,-1.289149117916524e-10,1.59246067640163e-11,2.9148632445613367e-10,2.8187094616541347e-09,1.289149117916524e-10,-2.8187094616541347e-09,0.0
position_y,0.0,0.0,0.0,0.0,0.0,0.0,0.010641036634652264,-0.04488479455580341,3.056218357770533e-11,-3.797267833390381e-12,-6.906716821046894e-11,-6.681830433940754e-10,-3.056218357770533e-11,6.681830433940754e-10,0.0
position_z,0.0,0.0,0.0,0.0,0.0,0.0,-331774.7855563036,1388779.519908299,-0.00028584237327370385,-0.0008497119533102237,0.0009400989268040375,0.07972312090347766,0.00028584237327370385,-0.07972312090347766,0.0
velocity_x,0.0,0.0,0.0,0.0,0.0,0.0,-17620.299239623248,74324.0326524488,0.0018640216256839391,0.02502431869726615,-0.05249379415367276,0.02460347013962054,-0.0018640216256839391,-0.02460347013962054,0.0
velocity_y,0.0,0.0,0.0,0.0,0.0,0.0,5484.198921951482,-23132.790588649954,0.0019071326703932725,0.02539569003348651,-0.028339889195015344,0.03171589800982501,-0.0019071326703932725,-0.03171589800982501,0.0
velocity_z,0.0,0.0,0.0,0.0,0.0,0.0,1134013.90405724,-4783366.781823265,0.026445656156309054,0.0034697455618787195,-0.006662432034947098,-0.021236903502738495,-0.026445656156309054,0.021236903502738495,0.0
altitude,0.0,0.0,0.0,0.0,0.0,0.0,331774.78562891047,-1388779.5202145067,0.00028584237327396563,0.0008497119533101469,-0.0009400989268040622,-0.07972312090661961,-0.00028584237327396563,0.07972312090661961,0.0
vertical_speed,0.0,0.0,0.0,0.0,0.0,0.0,-1134013.9040574518,4783366.781820302,-0.026445656156307708,-0.0034697455618787946,0.006662432034945025,0.021236903502734154,0.026445656156307708,-0.021236903502734154,0.0
heading,0.0,0.0,0.0,0.0,0.0,0.0,238309.32340264972,-1005208.9925782022,-0.025510778381632446,-0.013796335073946573,-0.034655689084036226,-0.043980505698213906,0.025510778381632446,0.043980505698213906,0.0
mode_guided_nogps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mode_stabilize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clip__command_roll,0.0,0.0,0.0,0.0,0.0,0.0,-70645.49363214354,297988.63778172224,0.0001571791687426916,0.018826750304795303,0.07424298733994916,0.04890492065944246,-0.0001571791687426916,-0.04890492065944246,0.0
sq__command_roll,0.0,0.0,0.0,0.0,0.0,0.0,3631571.126212067,-15318274.401868813,-0.13182399144595972,0.011604093419268893,-0.7688361126114736,1.6293559242528155,0.13182399144595972,-1.6293559242528155,0.0
clip__command_pitch,0.0,0.0,0.0,0.0,0.0,0.0,-31414.560818751073,132509.31304963477,0.002643494398903108,-0.07411143350036146,-0.0033748781556900017,-0.02375842362761281,-0.002643494398903108,0.02375842362761281,0.0
sq__command_pitch,0.0,0.0,0.0,0.0,0.0,0.0,3981194.498560526,-16793016.645037606,0.1523773478053252,1.3291760045133292,-0.954287284103037,-8.476410685715088,-0.1523773478053252,8.476410685715088,0.0
clip__command_yaw,0.0,0.0,0.0,0.0,0.0,0.0,-146821.12147623627,619303.9203833657,0.007438321368414337,-0.028100904045982544,0.06610960086244774,-0.05251463586493149,-0.007438321368414337,0.05251463586493149,0.0
sq__command_yaw,0.0,0.0,0.0,0.0,0.0,0.0,22916615.66800826,-96664228.68619761,1.8519432137603857,-3.1811061145234163,-3.8265346839523406,7.086277676280203,-1.8519432137603857,-7.086277676280203,0.0
clip__command_throttle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sq__command_throttle,0.0,0.0,0.0,0.0,0.0,0.0,1273753.233947453,-5372799.411083009,0.13264395711102622,0.21999162331628594,-0.16468105663833185,-0.7910120460891277,-0.13264395711102622,0.7910120460891277,0.0
sq__roll,0.0,0.0,0.0,0.0,0.0,0.0,-11044389.35328763,46869082.77199623,0.8900321772675267,-0.13051732426903148,0.8274119054545142,-1.0702586441647588,-0.8900321772675267,1.0702586441647588,0.0
sq__pitch,0.0,0.0,0.0,0.0,0.0,0.0,-74551096.16007894,314680705.85685647,5.0160580170900015,5.785127082210259,10.836512181130091,9.084679399706092,-5.0160580170900015,-9.084679399706092,0.0
sq__yaw,0.0,0.0,0.0,0.0,0.0,0.0,330.5152055719447,-1394.1412450089986,-3.545514105238644e-05,-1.9198647253596275e-05,-4.8187416211633604e-05,-6.110418530059906e-05,3.545514105238644e-05,6.110418530059906e-05,0.0
sq__roll_rate,0.0,0.0,0.0,0.0,0.0,0.0,8992329.822868574,-37930409.76402966,-0.042429775026312226,-0.04754251634158556,-0.07238163055942755,0.18829803656690147,0.042429775026312226,-0.18829803656690147,0.0
sq__pitch_rate,0.0,0.0,0.0,0.0,0.0,0.0,-19702437.98114389,83106553.34784234,0.09003093388692306,-0.055821741027483246,0.18889972153308948,0.2944884797159122,-0.09003093388692306,-0.2944884797159122,0.0
sq__yaw_rate,0.0,0.0,0.0,0.0,0.0,0.0,-283325.8136089439,1195092.293401211,0.00022483984255679046,-0.0006750645190746245,0.00519005999995442,-0.020535447939550748,-0.00022483984255679046,0.020535447939550748,0.0
backend_ardupilot__command_roll,0.0,0.0,0.0,0.0,0.0,0.0,-70645.4936322301,297988.63778154296,0.00015717916875734492,0.018826750304801132,0.07424298733978016,0.04890492065946049,-0.00015717916875734492,-0.04890492065946049,0.0
backend_ardupilot__command_pitch,0.0,0.0,0.0,0.0,0.0,0.0,-31414.560818836915,132509.3130493153,0.002643494398888838,-0.07411143350023267,-0.0033748781556957076,-0.02375842362758911,-0.002643494398888838,0.02375842362758911,0.0
backend_ardupilot__command_yaw,0.0,0.0,0.0,0.0,0.0,0.0,-146821.121476095,619303.9203833719,0.007438321368608832,-0.02810090404598129,0.06610960086252837,-0.05251463586497406,-0.007438321368608832,0.05251463586497406,0.0
backend_ardupilot__command_throttle,0.0,0.0,0.0,0.0,0.0,0.0,-86208.85438936495,363636.0850576591,0.06278442008126628,0.1524566470437738,-0.20113617712665402,-0.5013546740806856,-0.06278442008126628,0.5013546740806856,0.0
