roll__h1,pitch__h1,yaw__h1,roll_rate__h1,pitch_rate__h1,yaw_rate__h1,roll__h2,pitch__h2,yaw__h2,roll_rate__h2,pitch_rate__h2,yaw_rate__h2
0.0012035794793102093,-0.0001930774859641985,-0.004515938984277268,-0.003106600059340586,0.0003870960469209021,-0.0027536959082550654,0.003195869672317434,-0.00032804793775115894,-0.005073795901725187,-0.0077424431972210415,0.0002667181276348697,-0.00816795170882098
