received_time_ns,event_type,field_name,previous_value,current_value
1775896577469993668,vehicle_status_events,nav_state,4,2
1775896577469993668,vehicle_status_events,pre_flight_checks_pass,True,False
1775896577576153674,vehicle_status_events,pre_flight_checks_pass,False,True
1775896578732093462,vehicle_status_events,arming_state,1,2
1775896578732093462,vehicle_status_events,nav_state,2,14
1775896587684212428,vehicle_status_events,nav_state,14,2
1775896595745813521,vehicle_status_events,nav_state,2,18
1775896601776542166,vehicle_status_events,arming_state,2,1
1775896601776542166,vehicle_status_events,nav_state,18,2
1775896602499411582,vehicle_status_events,pre_flight_checks_pass,True,False
