received_time_ns,event_type,field_name,previous_value,current_value
1775896577470164161,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896577470164161,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775896578736091602,vehicle_control_mode_events,flag_armed,False,True
1775896578736091602,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896578736091602,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775896587684362922,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896587684362922,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775896595743858418,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896595743858418,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775896601776676884,vehicle_control_mode_events,flag_armed,True,False
1775896601776676884,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896601776676884,vehicle_control_mode_events,flag_control_auto_enabled,True,False
