received_time_ns,base_mode,custom_mode,system_status
1775925716838863971,209,0,3
1775925717830770500,209,0,3
1775925718844280533,209,0,3
1775925719817112040,209,0,3
1775925720813385331,209,0,3
1775925721807704533,209,0,3
1775925722808173548,209,0,3
1775925723799720864,209,0,3
1775925724794584190,209,0,3
1775925727838636303,81,0,3
1775925727840010325,81,9,3
1775925727857387703,81,9,3
1775925727878484008,81,9,3
