received_time_ns,base_mode,custom_mode,system_status
1775929670626189680,209,0,3
1775929671624698286,209,0,3
1775929672625062739,209,0,3
1775929673619015354,209,0,3
1775929674611901300,209,0,3
1775929675605598469,209,0,3
1775929676597772880,209,0,3
1775929677590702291,209,0,3
1775929678590413782,209,0,3
1775929681588544705,81,0,3
1775929681588656031,81,9,3
1775929681612329412,81,9,3
1775929681639369304,81,9,3
