feature,actuator_1,actuator_2,actuator_3,actuator_4
command_roll,-0.00027564092743959773,-0.000438153102300617,-9.1516216962759e-05,-0.0005088986307147667
command_pitch,-0.00036880911980485646,-0.00037789986264350443,-0.0005696520708210227,-8.986280808971557e-05
command_yaw,-0.0025074035891533737,-0.002326409048724438,-0.0026305854439104847,-0.002470259688844106
command_throttle,-0.009531114249898524,-0.011191212644243963,-0.010451895900674133,-0.009304634693789598
roll,-0.23703762720269145,-0.262473281128843,-0.2744510018670217,-0.25369799880508065
pitch,-0.1552906955097325,-0.14877468389342827,-0.16573448165432594,-0.11325525390092868
yaw,0.0678017579225039,0.0676428887706658,0.06800912512576665,0.06776345838351455
roll_rate,0.007441422634150286,-0.00015722299633811124,0.001780963378783312,0.0033279360423950207
pitch_rate,0.018813722021327278,0.019128366278905736,0.013810951683929743,0.022325726170995902
yaw_rate,0.015157717572602921,0.01288193574850913,0.012407155902693045,0.015654310181132603
position_x,0.0003207235284599142,0.00031358199548035034,0.0003622185487997908,0.0001635557849312332
position_y,7.603534440967943e-05,7.43422687087832e-05,8.587275191422752e-05,3.877489270681618e-05
position_z,-1.4923664694108886e-05,-1.1596212243021432e-05,-1.5797709625703917e-05,-6.918565716869576e-06
velocity_x,-4.9131670604782047e-05,4.655646427074024e-05,0.00013355810457821348,-0.0001653230942346707
velocity_y,-8.682961424242045e-05,-0.00014383796921598239,-4.995669968654878e-05,-0.00013142091574539435
velocity_z,4.163184459851142e-06,-1.9127085109560077e-05,-6.549176622728837e-06,-9.972318417267493e-07
altitude,8.951040273267285e-06,5.5153947409590435e-06,9.266708080287667e-06,3.7604167879405814e-06
vertical_speed,-4.2219456905501976e-06,1.902101168766569e-05,6.526025483737562e-06,9.446160583748119e-07
heading,0.0678017499696185,0.06764286869328458,0.06800912707713443,0.06776344859716982
