received_time_ns,event_type,field_name,previous_value,current_value
1775659006878535961,vehicle_control_mode_events,flag_armed,False,True
1775659006878535961,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775659006878535961,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775659025045335356,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775659025045335356,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775659031150431091,vehicle_control_mode_events,flag_armed,True,False
1775659031150431091,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775659031150431091,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
