feature,actuator_1,actuator_2,actuator_3,actuator_4
command_roll,5.78062121790532e-05,9.966150631940385e-05,0.0001521640391045622,-3.308982281507655e-06
command_pitch,-0.0003447951025178825,-0.00032858866474455735,-0.00040779262689151887,-0.00032980859330563055
command_yaw,0.000248363752323286,0.0001730535626415443,0.0002547163778922513,0.00032160061593043107
command_throttle,-0.005234710644022955,-0.005421465649848121,-0.0048851861818872775,-0.004727900289335492
roll,0.24761015647163223,0.2540494816028122,0.25273461474009057,0.2450706729444463
pitch,0.006439759864803761,0.0012011441358242318,0.0019924082412409467,0.004129817025120155
yaw,0.010247982726094385,0.010196526982129802,0.010228234817770212,0.010214583173080046
roll_rate,0.0005816507737853238,0.00174742142766869,-0.000382519040139853,0.00011143137267583266
pitch_rate,-0.0009111320596243498,-0.0009453185537685783,-0.0010510258773209005,-0.000447512132209842
yaw_rate,0.0037600952066679343,0.0039650173790304645,0.003775728287062706,0.0047827608729525285
position_x,5.625176412615874e-13,5.637684513701448e-13,4.4085178412641365e-13,5.124124788887947e-13
position_y,-1.334560722106385e-13,-1.3368005377079453e-13,-1.0449282305076696e-13,-1.21585212944771e-13
position_z,-3.8503098780250446e-05,-4.358639030831015e-05,-4.16341584233325e-05,-3.7713773575414354e-05
velocity_x,-0.001529476918561563,-0.0014772707567365197,-0.0013387402242089868,-0.0014944847278057299
velocity_y,9.479726781404246e-05,0.00024531841319369303,0.00023803956359468002,-5.376212076995857e-05
velocity_z,3.090728736960193e-06,4.046416828270227e-06,3.864997404429612e-06,3.4864351047543147e-06
altitude,3.8503098734869436e-05,4.3586390198010356e-05,4.1634158551705044e-05,3.7713773609489615e-05
vertical_speed,-3.0907285185857362e-06,-4.046416771244064e-06,-3.86499731361537e-06,-3.4864348703135926e-06
heading,0.010247982726071733,0.010196526982216344,0.01022823481780762,0.010214583173134843
mode_guided_nogps,0.048504903642003314,0.048150649936239936,0.04789288298669937,0.04832885923758977
mode_stabilize,-0.048504903641971894,-0.048150649936214554,-0.0478928829866728,-0.048328859237560765
integrator_yaw,-361.11464041861325,-361.28700581980445,-361.30069195969753,-369.77645740601645
control_output_roll,-0.04137836741773948,1.6445195302484212,0.05739036791378199,0.44586367834006974
control_output_pitch,0.02442975380280088,0.3643790841915724,0.24164997944271804,-1.0294005661684333
control_output_yaw,7.897651488586172,7.594954780473991,5.620045729144341,4.531585597953935
command_roll__lag_1,-3.474523731271331e-05,-4.815644728460014e-05,-8.824903884995648e-05,-7.58637576897011e-06
command_pitch__lag_1,0.0002843884571686584,0.00028228741487530505,0.00035985355648057347,0.00026285144579827393
command_yaw__lag_1,-0.00031601274952114817,-0.0003076386517020266,-0.00040409685215225404,-0.00030687311305328493
command_throttle__lag_1,-0.0050509039199673235,-0.005231614462208649,-0.00471434805340766,-0.0045614482182366614
