scope,combo,x_schema,y_schema,model_name,pooling_mode,command_to_future_share,state_current_to_same_state_share,lag_to_future_share,dominant_edges,baseline_matrix_path,baseline_metrics_path,abs_heatmap_path,signed_heatmap_path
main,commands_plus_state | future_state_horizon | lasso_affine | pooled,commands_plus_state,future_state_horizon,lasso_affine,pooled,0.0905378857402169,0.5875629202828598,0.0,yaw_rate->yaw_rate__h2 (1.03); yaw_rate->yaw_rate__h1 (1.02); yaw->yaw__h2 (1.01); yaw->yaw__h1 (1); pitch->pitch__h1 (0.96),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/lasso_affine/matrix_heatmap_signed.png
main,commands_plus_state | future_state_horizon | ols_affine | pooled,commands_plus_state,future_state_horizon,ols_affine,pooled,0.04189859096463255,0.5295900944252341,0.0,yaw->yaw__h2 (7.54); heading->yaw__h2 (6.52); yaw->yaw__h1 (4.04); heading->yaw__h1 (3.02); yaw_rate->yaw_rate__h2 (1.03),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ols_affine/matrix_heatmap_signed.png
main,commands_plus_state | future_state_horizon | ridge_affine | pooled,commands_plus_state,future_state_horizon,ridge_affine,pooled,0.09377120247600418,0.5704610581246494,0.0,yaw_rate->yaw_rate__h2 (1.03); yaw_rate->yaw_rate__h1 (1.02); pitch->pitch__h1 (0.96); roll->roll__h1 (0.952); pitch_rate->pitch_rate__h1 (0.929),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ridge_affine/matrix_heatmap_signed.png
main,commands_plus_state | next_raw_state | lasso_affine | pooled,commands_plus_state,next_raw_state,lasso_affine,pooled,0.060860472318237,0.40551052481197297,0.0,yaw_rate->future_state_yaw_rate (1.03); yaw->future_state_yaw (1.01); yaw->future_state_heading (1.01); position_x->future_state_position_x (0.999); position_y->future_state_position_y (0.999),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/lasso_affine/matrix_heatmap_signed.png
main,commands_plus_state | next_raw_state | lasso_affine | stratified,commands_plus_state,next_raw_state,lasso_affine,stratified,0.1666880069658997,0.27661304798788156,0.0,yaw->future_state_position_y (2.7); heading->future_state_position_y (2.67); heading->future_state_altitude (1.44); heading->future_state_position_z (1.44); yaw->future_state_altitude (1.42),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/lasso_affine/matrix_heatmap_signed.png
main,commands_plus_state | next_raw_state | ols_affine | pooled,commands_plus_state,next_raw_state,ols_affine,pooled,0.030273475111841516,0.45427839985823715,0.0,yaw->future_state_yaw (7.54); yaw->future_state_heading (7.3); heading->future_state_yaw (6.52); heading->future_state_heading (6.28); yaw_rate->future_state_yaw_rate (1.03),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ols_affine/matrix_heatmap_signed.png
main,commands_plus_state | next_raw_state | ols_affine | stratified,commands_plus_state,next_raw_state,ols_affine,stratified,0.0790444592841739,0.26711048182067904,0.0,yaw->future_state_yaw (6.25); yaw->future_state_heading (6.05); heading->future_state_yaw (5.25); heading->future_state_heading (5.05); heading->future_state_velocity_z (3.88),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ols_affine/matrix_heatmap_signed.png
main,commands_plus_state | next_raw_state | ridge_affine | pooled,commands_plus_state,next_raw_state,ridge_affine,pooled,0.07307357712368684,0.4834009796197165,0.0,yaw_rate->future_state_yaw_rate (1.03); position_x->future_state_position_x (0.999); position_y->future_state_position_y (0.998); velocity_x->future_state_velocity_x (0.993); velocity_y->future_state_velocity_y (0.973),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ridge_affine/matrix_heatmap_signed.png
main,commands_plus_state | next_raw_state | ridge_affine | stratified,commands_plus_state,next_raw_state,ridge_affine,stratified,0.2276635964538826,0.37699717236927116,0.0,command_throttle->future_state_yaw (1.01); position_x->future_state_position_x (1); position_y->future_state_position_y (1); velocity_x->future_state_velocity_x (0.999); yaw_rate->future_state_yaw_rate (0.986),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ridge_affine/matrix_heatmap_signed.png
main,commands_plus_state | selected_state_subset | lasso_affine | pooled,commands_plus_state,selected_state_subset,lasso_affine,pooled,0.11051328519208954,0.5044204879544316,0.0,yaw_rate->future_state_yaw_rate (1.03); yaw->future_state_yaw (1.01); pitch->future_state_pitch (0.869); roll->future_state_roll (0.858); pitch_rate->future_state_yaw_rate (0.816),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__selected_state_subset__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__selected_state_subset__pooled/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__selected_state_subset__pooled/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__selected_state_subset__pooled/lasso_affine/matrix_heatmap_signed.png
