backend,combo,x_schema,y_schema,model_name,pooling_mode,baseline_median_test_r2,diagnostic_median_test_r2,baseline_effective_condition_number,diagnostic_effective_condition_number,baseline_top_edge_overlap_jaccard,command_share,state_current_share,state_lag_1_share,state_lag_2_share,state_lag_3_share,other_augmented_share,dominant_edges,baseline_matrix_path,diagnostic_matrix_path,baseline_metrics_path,diagnostic_metrics_path,baseline_abs_heatmap_path,baseline_signed_heatmap_path
px4,commands_plus_state | future_state_horizon | lasso_affine | pooled,commands_plus_state,future_state_horizon,lasso_affine,pooled,0.9923244778865259,0.9922108347643595,1123.6465564238538,610.4424521027362,1.0,0.0905378857402169,0.909462114259783,0.0,0.0,0.0,0.0,yaw_rate->yaw_rate__h2 (1.03); yaw_rate->yaw_rate__h1 (1.02); yaw->yaw__h2 (1.01); yaw->yaw__h1 (1); pitch->pitch__h1 (0.96),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__future_state_horizon__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__future_state_horizon__pooled/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/lasso_affine/matrix_heatmap_signed.png
px4,commands_plus_state | future_state_horizon | ols_affine | pooled,commands_plus_state,future_state_horizon,ols_affine,pooled,0.9923612226387246,0.9891377577745887,1123.6465564238538,610.4424521027362,0.8181818181818182,0.04189859096463253,0.9581014090353673,0.0,0.0,0.0,0.0,yaw->yaw__h2 (7.54); heading->yaw__h2 (6.52); yaw->yaw__h1 (4.04); heading->yaw__h1 (3.02); yaw_rate->yaw_rate__h2 (1.03),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__future_state_horizon__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__future_state_horizon__pooled/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ols_affine/matrix_heatmap_signed.png
px4,commands_plus_state | future_state_horizon | ridge_affine | pooled,commands_plus_state,future_state_horizon,ridge_affine,pooled,0.9923111856410871,0.9922515362761781,1123.6465564238538,610.4424521027362,0.6666666666666666,0.0937712024760042,0.9062287975239959,0.0,0.0,0.0,0.0,yaw_rate->yaw_rate__h2 (1.03); yaw_rate->yaw_rate__h1 (1.02); pitch->pitch__h1 (0.96); roll->roll__h1 (0.952); pitch_rate->pitch_rate__h1 (0.929),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__future_state_horizon__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__future_state_horizon__pooled/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__future_state_horizon__pooled/ridge_affine/matrix_heatmap_signed.png
px4,commands_plus_state | next_raw_state | lasso_affine | pooled,commands_plus_state,next_raw_state,lasso_affine,pooled,0.9977052233628605,0.9966957873633855,1123.6465564238538,610.4424521027362,0.8181818181818182,0.060860472318237,0.9391395276817628,0.0,0.0,0.0,0.0,yaw_rate->future_state_yaw_rate (1.03); yaw->future_state_yaw (1.01); yaw->future_state_heading (1.01); position_x->future_state_position_x (0.999); position_y->future_state_position_y (0.999),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__next_raw_state__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__next_raw_state__pooled/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/lasso_affine/matrix_heatmap_signed.png
px4,commands_plus_state | next_raw_state | lasso_affine | stratified,commands_plus_state,next_raw_state,lasso_affine,stratified,0.9981612530160622,0.9976514901025342,719.9767009010209,452.0904272006437,0.5384615384615384,0.1666880069658997,0.8333119930341002,0.0,0.0,0.0,0.0,yaw->future_state_position_y (2.7); heading->future_state_position_y (2.67); heading->future_state_altitude (1.44); heading->future_state_position_z (1.44); yaw->future_state_altitude (1.42),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__next_raw_state__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__next_raw_state__stratified/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/lasso_affine/matrix_heatmap_signed.png
px4,commands_plus_state | next_raw_state | ols_affine | pooled,commands_plus_state,next_raw_state,ols_affine,pooled,0.9977233433351411,0.9954752530012982,1123.6465564238538,610.4424521027362,1.0,0.030273475111841523,0.9697265248881584,0.0,0.0,0.0,0.0,yaw->future_state_yaw (7.54); yaw->future_state_heading (7.3); heading->future_state_yaw (6.52); heading->future_state_heading (6.28); yaw_rate->future_state_yaw_rate (1.03),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__next_raw_state__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__next_raw_state__pooled/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ols_affine/matrix_heatmap_signed.png
px4,commands_plus_state | next_raw_state | ols_affine | stratified,commands_plus_state,next_raw_state,ols_affine,stratified,0.9981851994758087,0.9976621697836996,719.9767009010209,452.0904272006437,0.25,0.07904445928417389,0.9209555407158263,0.0,0.0,0.0,0.0,yaw->future_state_yaw (6.25); yaw->future_state_heading (6.05); heading->future_state_yaw (5.25); heading->future_state_heading (5.05); heading->future_state_velocity_z (3.88),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__next_raw_state__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__next_raw_state__stratified/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ols_affine/matrix_heatmap_signed.png
px4,commands_plus_state | next_raw_state | ridge_affine | pooled,commands_plus_state,next_raw_state,ridge_affine,pooled,0.9977024781861452,0.9967145222953973,1123.6465564238538,610.4424521027362,0.6666666666666666,0.07307357712368684,0.9269264228763132,0.0,0.0,0.0,0.0,yaw_rate->future_state_yaw_rate (1.03); position_x->future_state_position_x (0.999); position_y->future_state_position_y (0.998); velocity_x->future_state_velocity_x (0.993); velocity_y->future_state_velocity_y (0.973),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__next_raw_state__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__next_raw_state__pooled/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__pooled/ridge_affine/matrix_heatmap_signed.png
px4,commands_plus_state | next_raw_state | ridge_affine | stratified,commands_plus_state,next_raw_state,ridge_affine,stratified,0.9981577472471201,0.9976444797920095,719.9767009010209,452.0904272006437,0.42857142857142855,0.22766359645388257,0.7723364035461175,0.0,0.0,0.0,0.0,command_throttle->future_state_yaw (1.01); position_x->future_state_position_x (1); position_y->future_state_position_y (1); velocity_x->future_state_velocity_x (0.999); yaw_rate->future_state_yaw_rate (0.986),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__next_raw_state__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__next_raw_state__stratified/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__next_raw_state__stratified/ridge_affine/matrix_heatmap_signed.png
px4,commands_plus_state | selected_state_subset | lasso_affine | pooled,commands_plus_state,selected_state_subset,lasso_affine,pooled,0.988220266294043,0.9881109750354009,1123.6465564238538,610.4424521027362,0.6666666666666666,0.11051328519208954,0.8894867148079103,0.0,0.0,0.0,0.0,yaw_rate->future_state_yaw_rate (1.03); yaw->future_state_yaw (1.01); pitch->future_state_pitch (0.869); roll->future_state_roll (0.858); pitch_rate->future_state_yaw_rate (0.816),/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__selected_state_subset__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__selected_state_subset__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__selected_state_subset__pooled/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state__selected_state_subset__pooled/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__selected_state_subset__pooled/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/commands_plus_state__selected_state_subset__pooled/lasso_affine/matrix_heatmap_signed.png
