source_category,backend,study_dir,combo,support,generalization_status,comparison_generalization_status,effective_condition_number,drivers,primary_driver,matrix_path,metrics_path,abs_heatmap_path,signed_heatmap_path,heatmap_status
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,feature_mapped_linear | future_state_horizon | ols_affine | stratified,supported,supported_but_local,generalized_supported,1013.7843155826531,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__future_state_horizon__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__future_state_horizon__stratified/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__future_state_horizon__stratified/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__future_state_horizon__stratified/ols_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,feature_mapped_linear | future_state_horizon | ridge_affine | stratified,supported,supported_but_local,generalized_supported,1013.7843155826531,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__future_state_horizon__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__future_state_horizon__stratified/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__future_state_horizon__stratified/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__future_state_horizon__stratified/ridge_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,feature_mapped_linear | next_raw_state | lasso_affine | stratified,supported,supported_but_local,generalized_supported,1013.7843155826531,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__next_raw_state__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__next_raw_state__stratified/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__next_raw_state__stratified/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__next_raw_state__stratified/lasso_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,feature_mapped_linear | next_raw_state | ols_affine | stratified,supported,supported_but_local,generalized_supported,1013.7843155826531,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__next_raw_state__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__next_raw_state__stratified/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__next_raw_state__stratified/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__next_raw_state__stratified/ols_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,feature_mapped_linear | next_raw_state | ridge_affine | stratified,supported,supported_but_local,generalized_supported,1013.7843155826531,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__next_raw_state__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__next_raw_state__stratified/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__next_raw_state__stratified/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__next_raw_state__stratified/ridge_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,feature_mapped_linear | selected_state_subset | lasso_affine | stratified,supported,supported_but_local,generalized_supported,1013.7843155826531,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__selected_state_subset__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__selected_state_subset__stratified/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__selected_state_subset__stratified/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__selected_state_subset__stratified/lasso_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,feature_mapped_linear | selected_state_subset | ols_affine | stratified,supported,supported_but_local,generalized_supported,1013.7843155826531,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__selected_state_subset__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__selected_state_subset__stratified/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__selected_state_subset__stratified/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__selected_state_subset__stratified/ols_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,feature_mapped_linear | selected_state_subset | ridge_affine | stratified,supported,supported_but_local,generalized_supported,1013.7843155826531,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__selected_state_subset__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__selected_state_subset__stratified/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__selected_state_subset__stratified/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__selected_state_subset__stratified/ridge_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,feature_mapped_linear | window_summary_response | lasso_affine | stratified,supported,supported_but_local,generalized_supported,1013.7843155826531,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__window_summary_response__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__window_summary_response__stratified/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__window_summary_response__stratified/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__window_summary_response__stratified/lasso_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,feature_mapped_linear | window_summary_response | ols_affine | stratified,supported,supported_but_local,generalized_supported,1013.7843155826531,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__window_summary_response__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__window_summary_response__stratified/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__window_summary_response__stratified/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__window_summary_response__stratified/ols_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,feature_mapped_linear | window_summary_response | ridge_affine | stratified,supported,supported_but_local,generalized_supported,1013.7843155826531,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__window_summary_response__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__window_summary_response__stratified/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__window_summary_response__stratified/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/feature_mapped_linear__window_summary_response__stratified/ridge_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,full_augmented | delta_state | lasso_affine | pooled,supported,supported_but_local,supported_but_local,3613.2124300211917,,none,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__pooled/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__pooled/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__pooled/lasso_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,full_augmented | delta_state | lasso_affine | stratified,supported,supported_but_local,supported_but_local,3435.5927411399257,,none,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__stratified/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__stratified/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__stratified/lasso_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,full_augmented | delta_state | ols_affine | pooled,supported,supported_but_local,supported_but_local,3613.2124300211917,,none,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__pooled/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__pooled/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__pooled/ols_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,full_augmented | delta_state | ols_affine | stratified,supported,supported_but_local,supported_but_local,3435.5927411399257,,none,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__stratified/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__stratified/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__stratified/ols_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,full_augmented | delta_state | ridge_affine | pooled,supported,supported_but_local,supported_but_local,3613.2124300211917,,none,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__pooled/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__pooled/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__pooled/ridge_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,full_augmented | delta_state | ridge_affine | stratified,supported,supported_but_local,supported_but_local,3435.5927411399257,,none,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__stratified/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__stratified/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__delta_state__stratified/ridge_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,full_augmented | future_state_horizon | lasso_affine | stratified,supported,supported_but_local,generalized_supported,3435.5927411399257,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__future_state_horizon__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__future_state_horizon__stratified/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__future_state_horizon__stratified/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__future_state_horizon__stratified/lasso_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,full_augmented | selected_state_subset | lasso_affine | stratified,supported,supported_but_local,generalized_supported,3435.5927411399257,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__selected_state_subset__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__selected_state_subset__stratified/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__selected_state_subset__stratified/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/full_augmented__selected_state_subset__stratified/lasso_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,pooled_backend_mode_augmented | future_state_horizon | lasso_affine | stratified,supported,supported_but_local,generalized_supported,719.9767009010209,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__future_state_horizon__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__future_state_horizon__stratified/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__future_state_horizon__stratified/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__future_state_horizon__stratified/lasso_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,pooled_backend_mode_augmented | future_state_horizon | ols_affine | stratified,supported,supported_but_local,generalized_supported,719.9767009010209,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__future_state_horizon__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__future_state_horizon__stratified/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__future_state_horizon__stratified/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__future_state_horizon__stratified/ols_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,pooled_backend_mode_augmented | future_state_horizon | ridge_affine | stratified,supported,supported_but_local,generalized_supported,719.9767009010209,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__future_state_horizon__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__future_state_horizon__stratified/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__future_state_horizon__stratified/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__future_state_horizon__stratified/ridge_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,pooled_backend_mode_augmented | selected_state_subset | lasso_affine | stratified,supported,supported_but_local,generalized_supported,719.9767009010209,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__selected_state_subset__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__selected_state_subset__stratified/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__selected_state_subset__stratified/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__selected_state_subset__stratified/lasso_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,pooled_backend_mode_augmented | selected_state_subset | ols_affine | stratified,supported,supported_but_local,generalized_supported,719.9767009010209,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__selected_state_subset__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__selected_state_subset__stratified/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__selected_state_subset__stratified/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__selected_state_subset__stratified/ols_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation,pooled_backend_mode_augmented | selected_state_subset | ridge_affine | stratified,supported,supported_but_local,generalized_supported,719.9767009010209,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__selected_state_subset__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__selected_state_subset__stratified/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__selected_state_subset__stratified/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260410_224818_px4_real_generalization_ablation/fits/pooled_backend_mode_augmented__selected_state_subset__stratified/ridge_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix,commands_plus_state_history | delta_state | ols_affine | stratified,supported,supported_but_local,not_generalized,2285.353384169222,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__stratified/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__stratified/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__stratified/ols_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix,commands_plus_state_history | delta_state | ridge_affine | stratified,supported,supported_but_local,not_generalized,2285.353384169222,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__stratified/ridge_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__stratified/ridge_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/commands_plus_state_history__delta_state__stratified/ridge_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix,feature_mapped_linear | future_state_horizon | lasso_affine | stratified,supported,supported_but_local,generalized_supported,607.7140925009867,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/feature_mapped_linear__future_state_horizon__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/feature_mapped_linear__future_state_horizon__stratified/lasso_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/feature_mapped_linear__future_state_horizon__stratified/lasso_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/feature_mapped_linear__future_state_horizon__stratified/lasso_affine/matrix_heatmap_signed.png,available
supported_but_local,px4,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix,feature_mapped_linear | future_state_horizon | ols_affine | stratified,supported,supported_but_local,generalized_supported,607.7140925009867,stratification,stratification,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/feature_mapped_linear__future_state_horizon__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/feature_mapped_linear__future_state_horizon__stratified/ols_affine/metrics.json,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/feature_mapped_linear__future_state_horizon__stratified/ols_affine/matrix_heatmap_abs.png,/mnt/nvme/autopilot_lab/artifacts/studies/20260411_021910_px4_generalization_diagnostic_matrix/fits/feature_mapped_linear__future_state_horizon__stratified/ols_affine/matrix_heatmap_signed.png,available
