window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
-2.6506574712925612e-15,6.238065619612598e-15,-5.5138116294983774e-12,-1.4538925618978737e-12,-3.2564229091036623e-13,-9.41569044954349e-12,-2.6506574712925612e-15,6.238065619612598e-15,-5.5138116294983774e-12,-38.1787132745551,-71.3243173943692,-9.41569044954349e-12
