feature,window_mean_roll,window_mean_pitch,window_mean_yaw,window_mean_roll_rate,window_mean_pitch_rate,window_mean_yaw_rate,window_peak_roll,window_peak_pitch,window_peak_yaw,window_peak_roll_rate,window_peak_pitch_rate,window_peak_yaw_rate
command_roll,-0.0002344522674780619,0.0,-0.020627543098256488,0.005637697457591547,0.0006438089926982548,-0.01326618122978307,-0.0002344522674780619,0.0,-0.020627543098256488,-0.005316490616484148,-0.0003374206278016474,-0.01326618122978307
command_pitch,0.0,0.0,-0.004197607996254643,0.0022493438421335825,2.5357616021728977e-05,-0.004480125228947702,0.0,0.0,-0.004197607996254643,-0.0018527111667274365,0.00013764275125163988,-0.004480125228947702
command_yaw,-0.0002715951220054358,0.0,-0.02883884039269345,0.008668536775467982,0.001085265171028701,-0.018498922083079884,-0.0002715951220054358,0.0,-0.02883884039269345,-0.007959886544511649,-0.00010127700955636858,-0.018498922083079884
command_throttle,-0.05386083147079772,0.0,-2.8541246387641395,0.4037772029581854,0.05402737590695608,-0.8547613527735288,-0.05386083147079772,0.0,-2.8541246387641395,-0.3867904030818299,-0.04565503261909995,-0.8547613527735288
roll,0.21638734306263813,0.0,4.349213877789527,-1.0723160054394196,-0.19056705336416152,2.7697721482731765,0.21638734306263813,0.0,4.349213877789527,1.012493809795542,0.11520751488258343,2.7697721482731765
pitch,0.09855990385634146,0.9978105859416139,0.8530347641520788,0.07132931602506909,-0.019719669532578324,-0.10487715983199075,0.09855990385634146,0.9978105859416139,0.8530347641520788,-0.07384555427727163,0.026400023215193955,-0.10487715983199075
yaw,-0.001219437825135509,0.0,-0.0018717461931998538,0.009396929796080058,0.0,-0.013570501174496817,-0.001219437825135509,0.0,-0.0018717461931998538,-0.008941080782924604,0.0005367460299371344,-0.013570501174496817
roll_rate,0.002084835625126313,0.0,0.39682242152572006,0.8449867804535711,-0.015462366443634837,0.2925877801659792,0.002084835625126313,0.0,0.39682242152572006,-0.846392422780572,0.015335569633696238,0.2925877801659792
pitch_rate,0.002152954632108392,0.0,-0.4852051207965916,0.05969384437810277,1.0064783329706657,-0.12646618557306458,0.002152954632108392,0.0,-0.4852051207965916,-0.05434431749008695,-1.000257294307961,-0.12646618557306458
yaw_rate,0.004519073285208495,0.0,0.2598003738335593,0.2957002176589986,0.03673036883458067,0.437896205390891,0.004519073285208495,0.0,0.2598003738335593,-0.29645486477527994,-0.035092403990177025,0.437896205390891
position_x,-5.964137246089628e-12,0.0,-2.718873103089755e-10,4.001879667610191e-10,4.6141349629165476e-11,-8.011066808523271e-10,-5.964137246089628e-12,0.0,-2.718873103089755e-10,-4.0598808731529705e-10,-5.847456377619839e-11,-8.011066808523271e-10
position_y,6.676572524184001e-17,0.0,9.508142286641416e-16,-6.523374724066832e-16,-7.060011959965654e-17,9.275872299144495e-16,6.676572524184001e-17,0.0,9.508142286641416e-16,6.641966322355086e-16,7.976547410168421e-17,9.275872299144495e-16
position_z,0.0,0.0,3.902653277715034e-05,-8.968828558875115e-05,0.0,5.6075443589275335e-06,0.0,0.0,3.902653277715034e-05,9.137852496379062e-05,0.0,5.6075443589275335e-06
velocity_x,-0.0008462664600114966,0.0,-0.049109336716066855,0.010011479914986502,0.001460352747947184,-0.02343712807181571,-0.0008462664600114966,0.0,-0.049109336716066855,-0.009407056354481249,-0.000985196847375131,-0.02343712807181571
velocity_y,-5.48873738889064e-05,0.0,-0.005606674525194151,0.0020238401068402713,0.0001577755314748861,-0.004731043581318111,-5.48873738889064e-05,0.0,-0.005606674525194151,-0.001941274485345194,-0.00010466196224218499,-0.004731043581318111
velocity_z,2.1260105079362973e-05,0.0,-0.0006226475462839999,-0.0020317202808721956,-0.0003167765176188634,0.004830943954652983,2.1260105079362973e-05,0.0,-0.0006226475462839999,0.0020364068733997103,0.0003549350814292592,0.004830943954652983
altitude,-3.692530232063827e-06,0.0,-0.0002427545145307558,1.4040120447260536e-05,5.182489188673295e-06,-0.00020430024835447455,-3.692530232063827e-06,0.0,-0.0002427545145307558,-1.3627298568392803e-05,-7.748463421293382e-06,-0.00020430024835447455
vertical_speed,-1.0352770144145707e-05,0.0,0.00012368180769257775,0.0004314273787739188,2.2413546316285474e-05,-1.121584992586263e-06,-1.0352770144145707e-05,0.0,0.00012368180769257775,-0.0004395740183553319,-1.8594662175163275e-05,-1.121584992586263e-06
heading,-0.0004531945312814124,0.0,-0.037699251822582984,0.027169929107911873,0.007456154195843223,-0.09972324093123341,-0.0004531945312814124,0.0,-0.037699251822582984,-0.02700915664603419,-0.0075271102120357605,-0.09972324093123341
