future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
0.0026695817959950102,-0.00011515574570846097,0.00558472329843418,-0.004181331261777792,0.0001019040785413048,-0.0010069294270612077
