received_time_ns,event_type,field_name,previous_value,current_value
1775897188960764239,vehicle_status_events,nav_state,4,2
1775897188960764239,vehicle_status_events,pre_flight_checks_pass,True,False
1775897189086308475,vehicle_status_events,pre_flight_checks_pass,False,True
1775897190312163448,vehicle_status_events,arming_state,1,2
1775897190312163448,vehicle_status_events,nav_state,2,14
1775897200584991441,vehicle_status_events,nav_state,14,2
1775897208678883907,vehicle_status_events,nav_state,2,18
1775897214852386291,vehicle_status_events,arming_state,2,1
1775897214852386291,vehicle_status_events,nav_state,18,2
1775897215581537694,vehicle_status_events,pre_flight_checks_pass,True,False
