received_time_ns,event_type,field_name,previous_value,current_value
1775897188960906698,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897188960906698,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775897190313987801,vehicle_control_mode_events,flag_armed,False,True
1775897190313987801,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775897190313987801,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775897200583384585,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897200583384585,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775897208679018846,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775897208679018846,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775897214852553421,vehicle_control_mode_events,flag_armed,True,False
1775897214852553421,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775897214852553421,vehicle_control_mode_events,flag_control_auto_enabled,True,False
