future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate,future_state_position_x,future_state_position_y,future_state_position_z,future_state_velocity_x,future_state_velocity_y,future_state_velocity_z,future_state_altitude,future_state_vertical_speed,future_state_heading
-0.0005095883120771307,0.015416350725897286,0.17232267396182077,0.0014026296170950236,-0.00030040623033539434,-0.020981060066325843,-0.0030560670425845444,0.009297312434731905,-0.018386023320018374,-0.02653639636493353,0.01796894891277706,0.05030186267222639,0.018386023320018374,-0.05030186267222639,0.16767755685491748
