received_time_ns,event_type,field_name,previous_value,current_value
1775658410952473113,vehicle_status_events,nav_state,4,2
1775658410952473113,vehicle_status_events,pre_flight_checks_pass,True,False
1775658411064261652,vehicle_status_events,pre_flight_checks_pass,False,True
1775658411299812911,vehicle_status_events,arming_state,1,2
1775658411299812911,vehicle_status_events,nav_state,2,14
1775658421263058399,vehicle_status_events,nav_state,14,2
1775658429356596722,vehicle_status_events,nav_state,2,18
1775658435265214899,vehicle_status_events,arming_state,2,1
1775658435265214899,vehicle_status_events,nav_state,18,2
1775658435924815762,vehicle_status_events,pre_flight_checks_pass,True,False
