future_state_roll,future_state_pitch,future_state_yaw,future_state_roll_rate,future_state_pitch_rate,future_state_yaw_rate
0.0001317166168114947,2.5739871087792493e-05,0.37047462458772884,0.4027734684468635,0.4776522210069274,0.26224903995231386
