received_time_ns,event_type,field_name,previous_value,current_value
1775896914487248734,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896914487248734,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775896915854684879,vehicle_control_mode_events,flag_armed,False,True
1775896915854684879,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896915854684879,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775896924873213233,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896924873213233,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775896932957109675,vehicle_control_mode_events,flag_control_manual_enabled,True,False
1775896932957109675,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775896939342833743,vehicle_control_mode_events,flag_armed,True,False
1775896939342833743,vehicle_control_mode_events,flag_control_manual_enabled,False,True
1775896939342833743,vehicle_control_mode_events,flag_control_auto_enabled,True,False
