received_time_ns,event_type,field_name,previous_value,current_value
1775896914488783624,vehicle_status_events,nav_state,4,2
1775896914488783624,vehicle_status_events,pre_flight_checks_pass,True,False
1775896914605840520,vehicle_status_events,pre_flight_checks_pass,False,True
1775896915854521425,vehicle_status_events,arming_state,1,2
1775896915854521425,vehicle_status_events,nav_state,2,14
1775896924874918808,vehicle_status_events,nav_state,14,2
1775896932956977805,vehicle_status_events,nav_state,2,18
1775896939342691633,vehicle_status_events,arming_state,2,1
1775896939342691633,vehicle_status_events,nav_state,18,2
1775896940158156819,vehicle_status_events,pre_flight_checks_pass,True,False
