received_time_ns,event_type,field_name,previous_value,current_value
1775898534637505962,vehicle_status_events,nav_state,4,2
1775898534637505962,vehicle_status_events,pre_flight_checks_pass,True,False
1775898534755821617,vehicle_status_events,pre_flight_checks_pass,False,True
1775898535904452672,vehicle_status_events,arming_state,1,2
1775898535904452672,vehicle_status_events,nav_state,2,14
1775898545566116786,vehicle_status_events,nav_state,14,2
1775898553677159434,vehicle_status_events,nav_state,2,18
1775898561245155933,vehicle_status_events,arming_state,2,1
1775898561245155933,vehicle_status_events,nav_state,18,2
1775898562076820943,vehicle_status_events,pre_flight_checks_pass,True,False
