received_time_ns,event_type,field_name,previous_value,current_value
1775652343045248344,vehicle_control_mode_events,flag_armed,False,True
1775652343045248344,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775652343045248344,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
1775652361208486689,vehicle_control_mode_events,flag_control_auto_enabled,False,True
1775652361208486689,vehicle_control_mode_events,flag_control_offboard_enabled,True,False
1775652366814635722,vehicle_control_mode_events,flag_armed,True,False
1775652366814635722,vehicle_control_mode_events,flag_control_auto_enabled,True,False
1775652366814635722,vehicle_control_mode_events,flag_control_offboard_enabled,False,True
